1	-22	-4.31260300000000	7.49428415000000	63	108140.586000000
2	23	4.40952778000000	6.45249128000000	155	82313.4531000000
2	-26	-4.68829393000000	4.02602720000000	308	32045.6719000000
3	34	5.36126900000000	4.46025467000000	183	48038.2734000000
3	-21	-4.21344948000000	1.50857139000000	192	5495.40625000000
3	34	5.36126900000000	1.56252623000000	52	5895.52783000000
3	-34	-5.36126900000000	5.38190079000000	279	69942.2188000000
3	38	5.66787052000000	7.61517477000000	209	140032.188000000
3	-24	-4.50436687000000	1.26893139000000	120	3888.16211000000
3	30	5.03603554000000	5.95478153000000	353	85624.8281000000
3	-28	-4.86527205000000	4.01395607000000	349	38905.7031000000
4	23	4.40952778000000	4.56368160000000	202	48355.7031000000
4	-18	-3.90089607000000	3.81385946000000	89	33771.1914000000
4	41	5.88735294000000	1.55321360000000	161	5601.17773000000
4	-29	-4.95138979000000	2.87812042000000	171	19232.4648000000
4	21	4.21344948000000	3.57028079000000	80	29595.2324000000
4	-42	-5.95871735000000	2.73068380000000	95	17312.5020000000
5	28	4.86527205000000	3.60510969000000	202	30537.8867000000
5	-21	-4.21344948000000	7.09169960000000	30	118168.750000000
5	41	5.88735294000000	2.21802521000000	66	11559.3906000000
5	-20	-4.11190557000000	4.37613201000000	3	44996.9258000000
5	22	4.31260300000000	1.67183280000000	285	6567.31250000000
5	-19	-4.00779009000000	1.51934767000000	343	5423.95752000000
6	27	4.77760220000000	7.68523788000000	22	126035.195000000
6	-24	-4.50436687000000	2.82315087000000	260	17007.6914000000
6	21	4.21344948000000	3.72352862000000	148	29586.0215000000
6	-38	-5.66787052000000	2.36093736000000	271	11894.4980000000
7	28	4.86527205000000	5.27696228000000	306	58978.0781000000
7	-26	-4.68829393000000	7.91553402000000	222	132703.719000000
7	28	4.86527205000000	2.38091278000000	79	12006.3135000000
8	-38	-5.66787052000000	5.02434444000000	4	61964.0742000000
8	41	5.88735294000000	4.17874622000000	352	42862.0742000000
8	-33	-5.28183842000000	2.18965673000000	346	11768.8281000000
8	22	4.31260300000000	3.56934619000000	195	31272.2051000000
8	-34	-5.36126900000000	1.00947952000000	198	2501.36011000000
8	40	5.81511259000000	6.33625221000000	107	98547.6094000000
8	-23	-4.40952778000000	3.41195107000000	122	28575.0352000000
8	39	5.74196386000000	1.68282437000000	180	6951.18408000000
8	-29	-4.95138979000000	4.25351572000000	335	44409.6406000000
9	30	5.03603554000000	5.84421444000000	330	94022.8516000000
9	-32	-5.20119476000000	7.74061680000000	248	164942.375000000
9	38	5.66787052000000	2.54295921000000	52	17801.6348000000
9	-36	-5.51670027000000	5.52652073000000	52	84078.4609000000
9	29	4.95138979000000	2.23819256000000	137	13790.3730000000
9	-41	-5.88735294000000	7.32978249000000	359	147898.344000000
9	33	5.28183842000000	6.67840290000000	266	122779.641000000
9	-28	-4.86527205000000	6.93846035000000	239	132527.906000000
9	38	5.66787052000000	2.72303510000000	327	20412.0977000000
10	-34	-5.36126900000000	1.07187247000000	287	3224.50366000000
10	35	5.43953991000000	4.97478390000000	67	69458.4453000000
10	-42	-5.95871735000000	4.20669079000000	267	49665.8438000000
10	41	5.88735294000000	2.85318995000000	221	22847.4629000000
10	-39	-5.74196386000000	4.58785725000000	259	59074.0078000000
10	24	4.50436687000000	4.12532187000000	178	47763.0742000000
10	-30	-5.03603554000000	7.29573154000000	48	149387.516000000
